id,莆仙话,拼音,国际音标,释义,例句_莆仙话,例句_普通话,文化注释,来源
3149,倥闇不神,käng1ang1,käng1ang1bok6sing2khɒŋ21ŋaŋ21,pɔt4ɬiŋ453傻傻的。,,,,hinghwa-RAG词典
3150,筐菜,käng1cai4,khɒn55nai42,鸭嘴蛤。似蛏，比蛏小，个小壳薄。△～（勿会）趁头大粒蚶（喻经济、地位低下的人，无法跟经济、地位高的人一样做事）。,,,,hinghwa-RAG词典
3151,匡房间,käng2bang2ge1,khɒm21paŋ13ŋe533,整理房间。,,,“匡”，近音字。,hinghwa-RAG词典
3152,匡簸箕盘,käng2bua4gi1bua2,khɒŋ21pua42i13mua13,农历十月十五，莆田民间祭祀孤魂的仪式。,,,,hinghwa-RAG词典
3153,虹蕉,käng2ziao1,khɒn21niau533,香蕉。,,,,hinghwa-RAG词典
3154,匡头理,käng3tao2li3,khɒn21thau13li453,理发。,,,,hinghwa-RAG词典
3155,炕,käng4,khɒŋ42,不隔水炖：山东白～烰豆腐,,,,hinghwa-RAG词典
3156,炕地生,käng4de5seng1,khɒn42ne13ɛŋ533,刚摘下的花生荚果，文火煮熟。如果剥去外壳，晒干，就成了“炕曝地生”，吃起来香喷喷的。,,,,hinghwa-RAG词典
3157,炕曝地生,käng4päk7de5seng1,khɒm55mɒʔ4te21ɛŋ533,参看【炕地生】。,,,,hinghwa-RAG词典
3158,□,käng5,khɒŋ21,乌桕。,,,,hinghwa-RAG词典
3159,溪沙,ke1sua1,khe21lua533,从溪河中的沙子。,,,,hinghwa-RAG词典
3160,溪鱼,ke1hü2,khe21y13,生长在溪里的鱼类。,,,,hinghwa-RAG词典
3161,溪底,ke1de3,khe21le453,溪里。,,,,hinghwa-RAG词典
3162,溪屏,ke1pia2,khe21phia13,溪岸。,,,,hinghwa-RAG词典
3163,溪船,ke1sëng2,khe21lœŋ13,在溪里航行的两头尖木货船，用竹篙撑。,,,,hinghwa-RAG词典
3164,溪船头,ke1sëng2tao2,khe21lœn21nau13,溪船的码头。,,,,hinghwa-RAG词典
3165,快,ke4,khe42,容易；很快：蜀到寒天天就～暗（一到冬天天很快就黑了）,,,,hinghwa-RAG词典
3166,契弟,ke4de5,khe42le21,男妓。,,,也叫【阿倌】在第1页。,hinghwa-RAG词典
3167,啮,ke4,khe42,啃：～骨。,,,,hinghwa-RAG词典
3168,喫亏,ke4kui1,khɛk4kui533,受苦不舒心：△厝向西，儿孙～无侬知（向西的房子夏天更热，冬天更冷）。,,,,hinghwa-RAG词典
3169,㪠,ke4,khe42,盖：～杯盖。,,,,hinghwa-RAG词典
3170,箧,ke5,khe21,抽屉。,,,,hinghwa-RAG词典
3171,箧锁,ke5so3,khe55ɬo453,抽屉钥匙。,,,,hinghwa-RAG词典
3172,箧腹,ke5bak6,khe42βaʔ1,抽屉的内部用于装东西的地方。,,,,hinghwa-RAG词典
3173,箧腹内,ke5bak6di3,khe55at4ti453,课桌下放书包等物的抽屉。,,,,hinghwa-RAG词典
3174,瞌,ke5,khe21,闭（眼）：目珠～～,,,,hinghwa-RAG词典
3175,克均,kek6güng1,khɛk4kyŋ533,不吝啬：伊使钱大～。,,,,hinghwa-RAG词典
3176,克薄,kek6bäk7,khɛp4pɒʔ4,小气：汝是～厄侬，蜀分钱都伓肯乞我使。,,,,hinghwa-RAG词典
3177,竭,kek7,khɛʔ4,少；不足。,,,,hinghwa-RAG词典
3178,牵,keng1,khɛŋ533,量词。用于事情。也称项：蜀～事体。,,,,hinghwa-RAG词典
3179,牵土车,keng1tou3cia1,khɛŋ21thɔu13tshia533,拉车。②嫖暗娼。,,,,hinghwa-RAG词典
3180,牵马车阿,keng1bä3cia1a1,khɛm21pɒ13lia533ɛʔ4,用马车运输货物的人。,,,,hinghwa-RAG词典
3181,牵水,keng1zui3,khen21tsui453,接水来水。,,,,hinghwa-RAG词典
3182,牵电话,keng1deng5ua5,khɛŋ21tɛŋ42ŋua21,安装电话。,,,,hinghwa-RAG词典
3183,牵电线,keng1deng5süä4,khen21ten55nyɒ42,架设电线。,,,,hinghwa-RAG词典
3184,牵丝爿,keng1si1be2,khɛn21ni21e13,汉字偏旁，绞丝旁“纟”。,,,,hinghwa-RAG词典
3185,牵丝雨,keng1ti1hou5,kɛn21ni13ɔu21,断断续续下了很久的雨。,,,,hinghwa-RAG词典
3186,牵驴驮阿,keng1lü2do5a1,khɛn21ly21to13ɛʔ4,用骡子运输货物的人。,,,,hinghwa-RAG词典
3187,牵罗庚,keng1lä2ga1,khɛŋ21lɒ13a533,看风水。,,,,hinghwa-RAG词典
3188,牵索,keng1so5,khen13ɬo21,拉绳子。,,,,hinghwa-RAG词典
3189,牵猪哥阿,keng1dü1go1a1,khɛn21ty21ko55a533,一种职业，养着用于交配的公猪，驱公猪为母猪交配。,,,,hinghwa-RAG词典
3190,□针,këk6ziang1,kœt4tsiaŋ533,别针。,,,,hinghwa-RAG词典
3191,圈,këng1,khœŋ533,画圈：在地下～蜀～。②零。③除名：将伊名乞～落尾。,,,,hinghwa-RAG词典
3192,环,këng2,khœŋ13,缠绕：～电线。②盘旋：者山路那～阿～。③兜：～蜀大～正会到体育场。④量词，用于次数。,,,,hinghwa-RAG词典
3193,环大围,këng2dua5ui2,khœŋ21tua21ui13,兜大圈儿：许个地方做路，去对面着～。,,,,hinghwa-RAG词典
3194,轻重心,ki1ang2sing1,khi21an13niŋ533,偏心。,,,,hinghwa-RAG词典
3195,㩻,ki1,khi21,不正；歪；倾斜：船～蜀爿（船倾向一边）,,,,hinghwa-RAG词典
3196,㩻头阿,ki1tao2,khi21lau13,由于生病，头总是偏向一边的人。,,,,hinghwa-RAG词典
3197,拟厄指,ki3ek6zai3,ki453ɛʔ4tsai453,食指。,,,,hinghwa-RAG词典
3198,齿,ki3,khi453,牙齿。,,,也叫【嘴齿】在第42页。,hinghwa-RAG词典
3199,齿□,ki3ling2,khi13liŋ13,牙垢。,,,,hinghwa-RAG词典
3200,齿石,ki3siao2,khi21liau13,牙垢。,,,,hinghwa-RAG词典
3201,齿头,ki3tao2,khi13lau13,断折在牙龈中的牙齿。,,,,hinghwa-RAG词典
3202,齿囤,ki3dong5,khi13tœŋ21,牙床；牙龈。,,,,hinghwa-RAG词典
3203,齿杯,ki3buai1,khi21βuai533,牙杯；口杯。,,,又叫【齿壶】见下方。,hinghwa-RAG词典
3204,齿店,ki3de4,tso55khi13le42,修补牙齿或做假牙的店铺。,,,,hinghwa-RAG词典
3205,齿刷,ki3suak6,khi13ɬuaʔ1,牙刷。,,,,hinghwa-RAG词典
3206,齿壶,ki3hou2,khi13ɔu13,,,,同【齿杯】见上方。,hinghwa-RAG词典
3207,齿根咬硬,ki3güng1gä5nge5,khi21kyŋ55kɒ42ŋe21,咬紧牙关。,,,,hinghwa-RAG词典
3208,齿粉,ki3hong3,khi21ɔŋ453,牙粉。,,,,hinghwa-RAG词典
3209,齿痛,ki3tia4,khi453thia42,牙疼。,,,,hinghwa-RAG词典
3210,齿签,ki3ciang1,khi21tshiaŋ533,牙签。,,,,hinghwa-RAG词典
3211,齿缝,ki3pang4,khi13βaŋ13,牙缝。,,,,hinghwa-RAG词典
3212,齿膏,ki3go1,khi21ko533,牙膏。,,,,hinghwa-RAG词典
3213,起,ki3,khi453,离开原来的位置：～傤（把货物从船上搬运到岸上）。②发生；产生；引起变化：～狂（发狂）,,,,hinghwa-RAG词典
3214,起风,ki3buai1,khi21βuai533,刮风。,,,,hinghwa-RAG词典
3215,起火,ki3huai3,khi21huai453,生气；发怒。②身体发热：我者两工～（我这两天发热）。○另见【起火】khi21uai453。,,,,hinghwa-RAG词典
3216,起火,ki3huai3,khi21uai453,生火：～煮糜。○另见【起火】khi21huai453。,,,,hinghwa-RAG词典
3217,起头,ki3tao2,khi13lau13,开头。,,,,hinghwa-RAG词典
3218,起母,ki3bo3,khi21po453,发酵。,,,,hinghwa-RAG词典
3219,起早,ki3zä3,khi21ɒ453,今天早上。②清晨；早上。,,,②义又叫【早起头】在第190页，【起早时】见上方，【起早头】见下方。,hinghwa-RAG词典
3220,起早头,ki3zä3tao2,khi21ɒ13lau13,,,,同【起早】见上方。,hinghwa-RAG词典
3221,起早时,ki3zä3si2,khi21ɒ13li13,,,,同【起早】见上方。,hinghwa-RAG词典
3222,起早暝晏,ki3zä3ma2ua4,khi21ɒ13ma55ua42,早晚时分。,,,,hinghwa-RAG词典
3223,起价,ki3gä4,khi13ɒ42,价格上涨：逐项物都～。,,,,hinghwa-RAG词典
3224,起行,ki3gia2,khi13ia13,动身，启程：我复早～去苏州。,,,,hinghwa-RAG词典
3225,起花,ki3hua1,khi21ua533,秤杆上第一颗星所标示的重量：者枝称囝几斤～。,,,,hinghwa-RAG词典
3226,起事,ki3so5,khi13lo21,挑起事端：伊头蜀个～。,,,,hinghwa-RAG词典
3227,起雨,ki3hou5,khi13ɔu21,开始下雨。,,,,hinghwa-RAG词典
3228,起侬,ki3nang2,khi13naŋ13,发动人来：到外家去～。,,,,hinghwa-RAG词典
3229,起服,ki3häk7,khi21ɒʔ4,满孝换服。,,,,hinghwa-RAG词典
3230,起挢,ki3kiao2,khi13khiau13,提出过分的要求：伊～卜者卜许。,,,,hinghwa-RAG词典
3231,起战,ki3zeng4,khi21tsɛŋ42,,,,同【起掉】在第111页。,hinghwa-RAG词典
3232,起厝,ki3cou4,khi21lɔu42,盖房子。,,,,hinghwa-RAG词典
3233,起疱,ki3piao5,khi13piau21,皮肤上起水疱。,,,,hinghwa-RAG词典
3234,起掉,ki3diao5,khi13tiau42,发抖。,,,也叫【起战】在第110页。,hinghwa-RAG词典
3235,起痟,ki3siao3,khi21ɬiau453,发情。②发疯：伊今旦～，物乇移敲敲（东西乱砸）。,,,,hinghwa-RAG词典
3236,起鼓,ki3gou3,khi21ɔu453,开始：现时～上课。,,,,hinghwa-RAG词典
3237,起癀,ki3häng2,ki13hɒŋ13,因感染而发炎红肿起来。,,,,hinghwa-RAG词典
3238,起蹦,ki3pua4,khi21pua42,（牲畜）蹦起来。,,,,hinghwa-RAG词典
3239,气色,ki4sek6,khi42ɬeʔ1,精神：伊～大好。,,,,hinghwa-RAG词典
3240,气性,ki4sa4,khi55la42,脾气，性子：无～（懒散）。,,,,hinghwa-RAG词典
3241,柿馃,ki5guai3,khi21uai453,柿饼。,,,,hinghwa-RAG词典
3242,砌灶,ki5zao4,ki55tsau42,砌灶。,,,,hinghwa-RAG词典
3243,缺,ki5,khi21,不完整；残缺的部分：碗～（碗的残缺部分）。,,,,hinghwa-RAG词典
3244,缺嘴,ki6cui4,khi55lui42,兔唇。,,,,hinghwa-RAG词典
3245,轻薄,kia1bo2,khia21o13,纤弱。与轻佻义无涉：看伊那轻～，风吹笃会倒厄式数（风吹都会倒的样子）。,,,,hinghwa-RAG词典
3246,走田,kia2ceng2,kia21tshɛŋ13,象棋下法之一。象跳格子。,,,,hinghwa-RAG词典
3247,惬,kia5,khiaʔ1,乖：阿毜大～（小孩子很乖）。,,,,hinghwa-RAG词典
3248,下,kia5,kia21,低，与“悬”相对：者里地势并(比）山顶～。②在一般标准或平均程度之下：水平～。,,,,hinghwa-RAG词典
3249,掐,kiak7,khiaʔ4,一种稻谷脱粒用具。两根木棍一头用绳子连起来，双手抓住另一头，用绳子掐住稻子头部，再用棍子夹紧，举起并将稻穗砸在摔稻椅（一种脱粒用的农具）上，以脱粒。,,,参看【摔粙椅】在第154页。,hinghwa-RAG词典
3250,钳囝,kiang2,khiaŋ13,钳子。,,,,hinghwa-RAG词典
3251,欠缺,kiang4kuai5,khɛŋ42khuai21,短缺；稀有：者种厄邮票连天～。,,,,hinghwa-RAG词典
3252,欠蜀灶火,kiang4sok7zao4huai3,khian42ɬɔʔ1tsau55βuai453,喻脑子不够成熟的傻瓜。,,,,hinghwa-RAG词典
3253,欠数,kiang4siao4,khian55niau42,欠账。,,,,hinghwa-RAG词典
3254,俭啬鬼,kiang5siak6gui3,kian21ɬiak4kui453,吝啬的人。,,,,hinghwa-RAG词典
3255,腔,kiao1,khiau55khiau533,（说话）带有口音：讲话～～。②口音：江口～。,,,,hinghwa-RAG词典
3256,挢,kiao2,khiau13,（木板等）平直的面变形：者板～落尾，（勿会）使得。,,,,hinghwa-RAG词典
3257,挢苦,kiao2kou3,khiau21khɔu453,刁难：乞伊～阿我事体做都勿会成（被他刁难得我事情都干不成）②小孩哭闹：者呆囝蜀暝昏都是许～。,,,,hinghwa-RAG词典
3258,口舌灵便,kiao3sek7leng5beng5,khiau21ɬɛt4lɛm42pɛŋ21,口才好。,,,,hinghwa-RAG词典
3259,扣,kiao4,khiau42,算：～数（算账）。,,,,hinghwa-RAG词典
3260,扣数,kiao4siao4,khiau55liau42,算账。△亲兄弟，明～（即使是兄弟之间，来往账目也要算清楚，以免将来闹矛盾）。,,,也叫【算数】在第172页。,hinghwa-RAG词典
3261,窍通,kiao4täng1,khiau55lɒŋ533,诀窍；窍门：做逐项事体都有～。,,,,hinghwa-RAG词典
3262,级,kik6,khɛʔ1,量词。用于台阶，相当于“级”。,,,,hinghwa-RAG词典
3263,㽺丁,kik7deng1,khit4tɛŋ21,干瘦；长不大：者呆囝会者偌～（这孩子这么瘦小）。,,,,hinghwa-RAG词典
3264,轻声细说,king1sia1se4suai5,khin21nia21le42luai21,轻声细语。,,,,hinghwa-RAG词典
3265,轻贱,king1zeng5,khin13nɛŋ21,欺负：大侬～呆囝。②瞧不起：我乞侬～。,,,,hinghwa-RAG词典
3266,轻重心,king1dang5sing1,khi21an13niŋ533,偏心：做大侬都会～。,,,,hinghwa-RAG词典
3267,轻脚细手,king1kä1se4ciu3,khiŋ21ŋɒ13le55liu453,做事小心谨慎。,,,,hinghwa-RAG词典
3268,襟友,king1iu3,khiŋ21ŋiu453,连襟。妻子姐妹的丈夫。,,,,hinghwa-RAG词典
3269,漀,king2,khiŋ13,浇铸：～水泥,,,,hinghwa-RAG词典
3270,漀水泥,king2zui3ni2,khiŋ21tsui13ni13,浇铸水泥。,,,,hinghwa-RAG词典
3271,𧺤,kiu2,kiu533,缩；因收缩而弯曲：～做蜀丸（缩成一团）,,,,hinghwa-RAG词典
3272,搝,kiu3,khiu453,揪；拉：～索（拉绳子）,,,,hinghwa-RAG词典
3273,搝三角被,kiu3sä1gak6puai5,khiu13ɬɒʔ1ap4phuai21,生活穷困，东挪西借过日子。,,,,hinghwa-RAG词典
3274,搝车阿,kiu3cia1a1,khiu21tshia55ɛʔ4,拉人力车的苦力。,,,,hinghwa-RAG词典
3275,搝拔河,kiu3bak7hä2,khiu13paʔ1hɒ13,拔河。,,,,hinghwa-RAG词典
3276,搝𡳞,kiu3leng5,khiu13lɛŋ21,糟糕；不妙：～，锁匙放房间里向，门乞锁落尾（门被锁上了）。,,,,hinghwa-RAG词典
3277,□,kiu4,khiu42,韧，与“脆”相对：牛肉煮无烂，～～。,,,,hinghwa-RAG词典
3278,□然,kiu4zeng2,khiu42lɛŋ13,卖东西时咬定价格不肯降价。,,,,hinghwa-RAG词典
3279,窠,ko1,kho533,小坑：地下蜀～（地上有个坑）。②量词。用于坑。,,,,hinghwa-RAG词典
3280,洘,ko3,kho453,含水份少；稠，与“漖”相对：糜煮～～。,,,,hinghwa-RAG词典
3281,洘头糜,ko3tao2ma2,kho13lau21ma13,很稠的稀饭。,,,,hinghwa-RAG词典
3282,□,ko4,kho42,少量的水加入鱼、肉、豆渣等作物，用慢火煮成半干半湿的菜：～肉,,,,hinghwa-RAG词典
3283,𣹇,ko4,kho42,困：困难时期逐个乞～大快活（不得了）。②想要却得不到：许当时逐个乞电影～。,,,,hinghwa-RAG词典
3284,乞,kok6,khɔʔ1,向人讨要：～钱,,,,hinghwa-RAG词典
3285,乞厄,kok6ek6,khɔk1kɛʔ1,,,,同【抱厄】在第149页。,hinghwa-RAG词典
3286,乞雨,kok6hou5,khɔʔ1hɔu21,祈雨。,,,,hinghwa-RAG词典
3287,乞侬,kok6nang2,khɔt1naŋ13,（将孩子）送给别人抚养：伊往日过家庭惨，呆囝～落尾。,,,,hinghwa-RAG词典
3288,乞食,kok6sia7,khɔt4ɬiaʔ4,乞丐。△～补茭置（用于装饭的草包）（喻不值钱的东西也珍惜）。,,,,hinghwa-RAG词典
3289,乞食话,kok6sia2ua5,kɒŋ21khot1lia42ua21,低声下气的话：△～肯说。,,,也叫【下面话】在第6页。,hinghwa-RAG词典
3290,乞食茭置,kok6sia7kä2ti4,khot4lia21kɒ13li42,旧时乞丐乞讨时用于装饭食的草包。,,,,hinghwa-RAG词典
3291,乞食歌,kok6sia2gä1,khɔt4lia13o533,,,,同【梆鼓咚】在第11页。,hinghwa-RAG词典
3292,乞雷公敲,kok6lui2gäng1kä4,kɔʔ4lui21ɒŋ55khɒ42,,,,同【乞雷敲】在第79页。,hinghwa-RAG词典
3293,屈尺,kok6ciao5,kœt4tshiau21,短枪。,,,,hinghwa-RAG词典
3294,窟,kok6,kho21,小池塘。一般用于蓄水灌溉。,,,,hinghwa-RAG词典
3295,屈,kok7,khɔʔ4,短：者件衫穿～～（这件衣服穿起来很短的）。,,,,hinghwa-RAG词典
3296,睏,kong4,khɔŋ42,睡觉：昨暝～无额，起早目珠涩涩（昨晚没有睡够，今天早上很想睡）。,,,,hinghwa-RAG词典
3297,睏久梦长,kong4gu3mang4dung2,khɔŋ42ku453man42tuŋ13,夜长梦多。,,,,hinghwa-RAG词典
3298,睏无足暝眠,kong4bo2zëk6ma2ming2,khɔn42po21tsœʔ4ma21miŋ13,睡眠不足。,,,,hinghwa-RAG词典
3299,睏过,kong4go4,khɔŋ55ŋo42,睡眠中猝死。,,,,hinghwa-RAG词典
3300,睏伓成眠,kong4ng5sia2ming2,khɔŋ42ŋ21nia13miŋ533,失眠。,,,,hinghwa-RAG词典
3301,睏岫,kong4siu4,khɔn55nui42,（母鸡）抱窝。,,,,hinghwa-RAG词典
3302,睏岫鸡母,kong4siu4ge1bo3,khɔn21niu42e21o453,不生蛋而抱窝的母鸡。,,,,hinghwa-RAG词典
3303,睏梦,kong4mang4,khom55maŋ42,祈梦。,,,,hinghwa-RAG词典
3304,睏猪,kong4dü1,khɔn55ty533,睡懒觉的人，含贬义。,,,,hinghwa-RAG词典
3305,睏铺,kong4pou1,khɔm55mɔu533,卧病在床，病倒。,,,,hinghwa-RAG词典
3306,呼,kou1,khɔu533,呼唤（动物）：～鸡,,,,hinghwa-RAG词典
3307,枯手,kou1ciu3,khɔu21liu453,手部残疾。,,,,hinghwa-RAG词典
3308,枯脚（足条）,kou1kä1diao2,khɔu21ɒ21liau13,单腿跳。,,,,hinghwa-RAG词典
3309,枯脚,kou1kä1,khɔu21ɒ533,瘸子。,,,,hinghwa-RAG词典
3310,枯脚缺嘴,kou1kä1ku5cui4,khɔu21ɒ55khi55lui42,泛指残废。,,,,hinghwa-RAG词典
3311,枯脚摆,kou1kä1bai3,khɔu21ɒ21pai453,跛脚。,,,,hinghwa-RAG词典
3312,箍,kou1,khɔu533,量词。用于呈圆柱状物体：蜀～杉箍,,,,hinghwa-RAG词典
3313,箍卢哕,kou1lou2ëk6,khɒt1lɔu13œʔ1,打嗝。,,,,hinghwa-RAG词典
3314,箍桶阿,kou1tang3a1,khɔu21laŋ13ŋa533,制作、修理木桶的。,,,,hinghwa-RAG词典
3315,苦,kou3,khɔu453,为某种事所苦：～无钱通买套房。②悼念：伊逐工～囝，乞～阿目珠都青盲落尾（她天天追怀儿子，直到到眼睛都瞎了）。,,,,hinghwa-RAG词典
3316,苦芒,kou3mung2,khɔu13muŋ13,汗毛：～落几梗（根）。,,,,hinghwa-RAG词典
3317,苦旱,kou3mua5,khɔu13mua42,天旱。,,,,hinghwa-RAG词典
3318,苦桃丁,kou3to2deng1,khɔu13lo13teŋ13,未经过嫁接的小桃子。,,,,hinghwa-RAG词典
3319,苦螺,kou3lë2,khɔu13lø13,一种小海螺，味稍苦。,,,,hinghwa-RAG词典
3320,裤头,kou4tao2,khɔu42lau13,裤腰。,,,,hinghwa-RAG词典
3321,裤头带,kou4tao2dua4,khɔu55lau55lua42,裤腰带。,,,,hinghwa-RAG词典
3322,裤抄,kou4cao1,khɔu55tshau533,短裤。,,,,hinghwa-RAG词典
3323,裤帕,kou4pä4,khɔu55phɒ42,裤兜。,,,,hinghwa-RAG词典
3324,裤脚,kou4kä1,khɔu55ɒ533,裤腿儿。△目珠囥～里（骂人“瞎了眼”）。,,,,hinghwa-RAG词典
3325,裤脚尾,kou4kä1buai3,khɔu55ɒ21βuai453,裤子的末端。,,,,hinghwa-RAG词典
3326,裤窗,kou4tëng1,khɔu55thœŋ533,裤裆前开的前门。,,,,hinghwa-RAG词典
3327,坵,ku1,khu533,量词。用于田地：蜀～田。,,,,hinghwa-RAG词典
3328,跍,ku2,khu13,蹲：～地下食糜（蹲在地上吃饭）。②坠下：墙基脚乞水浸～落尾。,,,,hinghwa-RAG词典
3329,宽,kua1,khua533,慢，与“紧”相对：者架车行～（这辆车开得慢）,,,,hinghwa-RAG词典
3330,宽宽慢慢,kua1kua1me5me5,khua21khua533me21me21,慢吞吞的。,,,,hinghwa-RAG词典
3331,挎手,kua4ciu3,khua55liu453,交手：我甲伊复未曾～。,,,,hinghwa-RAG词典
3332,看上顾下,kua4süäng5gou4ä5,kaŋ42ɬyɒŋ21kɔu42ha21,做事要顾全局。本是旧社会轿夫抬轿时提醒别的轿夫根据路况照顾好轿子的用语。,,,,hinghwa-RAG词典
3333,看无起,kua4bo2ki3,khua42po21khi453,瞧不起；藐视。,,,,hinghwa-RAG词典
3334,看日子,kua4dik7zi3,khua42lit1tsi453,莆仙婚俗，择吉日。,,,,hinghwa-RAG词典
3335,看手痕,kua4ciu3hong3,khua55tsiu13hɔŋ13,根据手上的纹路给人算命。,,,,hinghwa-RAG词典
3336,看目筋,kua4mak7buai3,khua42map1puai453,看人眼色。,,,,hinghwa-RAG词典
3337,看册,kua4ca5,khua42tsha21,看书。,,,,hinghwa-RAG词典
3338,看有收无,kua4ca5,kua4u5siu1bo2khua42u21ɬiu55po1,3看来有希望，结果却是落空。,,,,hinghwa-RAG词典
3339,看光景,kua4gäng1ging3,khua42ɒŋ13ŋiŋ453,观光：到杭州去～。,,,,hinghwa-RAG词典
3340,看向手,kua4hiao4ciu3,khua55hiau55liu453,按照规则：做事体着～，伓通介算卜阿甚生做笃甚生做（做事要有规矩，不要自己想什么做就什么做。,,,,hinghwa-RAG词典
3341,看命,kua4mia5,khua42mia21,算命。,,,,hinghwa-RAG词典
3342,看命先生,kua4mia5seng1sa1,khua42mia21lɛn13na533,算命先生。,,,,hinghwa-RAG词典
3343,看店,kua4de4,khua55le42,守店面。,,,,hinghwa-RAG词典
3344,看亲情,kua4cing1zia2,khua42lin21nia13,相亲。,,,,hinghwa-RAG词典
3345,阔,kua5,khua21,宽，与“窄”相对：房间～,,,,hinghwa-RAG词典
3346,阔嘴,kua5cui4,khua55lui42,大嘴巴。,,,,hinghwa-RAG词典
3347,蒯藤椅,kuai2ding2i3,khuai21tiŋ13i453,用一种竹藤为主原料编的椅子。,,,,hinghwa-RAG词典
3348,蒯藤箱,kuai2ding2siao1,khuai21tin13niau533,用一种藤编成的用于放衣服的箱子。,,,,hinghwa-RAG词典
3349,庋床脚,kuai3cung2kä1,kuai13tshuŋ13khɒ533,垫桌脚。,,,,hinghwa-RAG词典
3350,跪堂,kuai3dung2,khuai13luŋ13,莆仙婚俗，新郎新娘来到厅堂举行跪拜大礼。,,,,hinghwa-RAG词典
3351,快活,kuai4uak7,khiau55uaʔ4,舒服。,,,,hinghwa-RAG词典
3352,缺,kuai5,khuai21,短缺；匮乏：今旦货大～。,,,,hinghwa-RAG词典
3353,款款,kuang3kuang3,khuaŋ55khuaŋ453,精致；可爱：生～。,,,,hinghwa-RAG词典
3354,开日子,kui1dik7zi3,khui21lit1tsi453,莆仙婚俗，择婚期。,,,,hinghwa-RAG词典
3355,开正,kui1zia4,khui21tsia533,莆仙过年风俗。从除夕午夜十二点起，人们即开始焚香，开门鸣炮，称为开正。,,,,hinghwa-RAG词典
3356,开过头钱,kui1go4tao2zing2,khui21ko42lau21liŋ13,指用钱无计划，造成经济上的困难。,,,,hinghwa-RAG词典
3357,开价,kui1gä4,khui21ɒ42,要价。,,,,hinghwa-RAG词典
3358,开份,kui1hong5,khui13ɔŋ21,旧时戏班发工资。△目连娘妳开双份（目连戏中演目连母亲的演员最为辛苦，故发双份工资。喻多得报酬，也用于讽刺某人多拿多占）。,,,,hinghwa-RAG词典
3359,开花,kui1hua1,khui21ua533,植株花朵绽开。②裂开：鞋乞撑～落尾（鞋子被撑裂开了）。③暴露：事体总有蜀日会～。,,,,hinghwa-RAG词典
3360,开庚帖,kui1ga1te5,khui21ka13the21,莆仙婚俗，男女双方相亲满意后，女方家人把女方年庚生辰写成庚帖，由媒人送到男家。,,,,hinghwa-RAG词典
3361,开科,kui1kä1,khui21ɒ533,一个家族发展出更多的分支。,,,,hinghwa-RAG词典
3362,开桌,kui1do5,khui13lo21,酒宴开始：放炮～。,,,,hinghwa-RAG词典
3363,开盖,kui1gua4,khui21kua42,揭内幕：事体未曾～，无侬知。,,,,hinghwa-RAG词典
3364,开渠道水,kui1gü2dä5zui3,khui21ky42ɒ21lui453,从水库引水渠中引水灌田。,,,,hinghwa-RAG词典
3365,开搭聊花,kui1ta4liao2hua1,khui21tha42liau21ua533,光开花不结果的花。,,,,hinghwa-RAG词典
